# knee angle
x,y
-1.006000,39.288984
-1.004000,39.333837
-1.002000,39.368184
-1.000000,39.432300
-0.998000,39.533479
-0.996000,39.642056
-0.994000,39.774513
-0.992000,39.904823
-0.990000,40.047704
-0.988000,40.182477
-0.986000,40.327843
-0.984000,40.726651
-0.982000,41.125834
-0.980000,41.486925
-0.978000,41.842132
-0.976000,42.167647
-0.974000,42.486922
-0.972000,42.817263
-0.970000,43.104414
-0.968000,43.364730
-0.966000,43.624781
-0.964000,43.863910
-0.962000,44.096371
-0.960000,44.311677
-0.958000,44.521390
-0.956000,44.715072
-0.954000,44.904899
-0.952000,45.079802
-0.950000,45.251883
-0.948000,45.409824
-0.946000,45.566471
-0.944000,45.707864
-0.942000,45.846654
-0.940000,45.975161
-0.938000,46.097716
-0.936000,46.214089
-0.934000,46.324793
-0.932000,46.430511
-0.930000,46.533119
-0.928000,46.630565
-0.926000,46.730533
-0.924000,46.823326
-0.922000,46.909072
-0.920000,46.986866
-0.918000,47.060437
-0.916000,47.130206
-0.914000,47.194671
-0.912000,47.253135
-0.910000,47.305666
-0.908000,47.352395
-0.906000,47.393422
-0.904000,47.427880
-0.902000,47.450783
-0.900000,47.473232
-0.898000,47.490695
-0.896000,47.501973
-0.894000,47.507821
-0.892000,47.508561
-0.890000,47.504301
-0.888000,47.495353
-0.886000,47.484510
-0.884000,47.468683
-0.882000,47.447873
-0.880000,47.421110
-0.878000,47.388524
-0.876000,47.350285
-0.874000,47.306631
-0.872000,47.258036
-0.870000,47.204771
-0.868000,47.147442
-0.866000,47.093048
-0.864000,47.034816
-0.862000,46.974745
-0.860000,46.913085
-0.858000,46.849598
-0.856000,46.784970
-0.854000,46.718282
-0.852000,46.650315
-0.850000,46.580444
-0.848000,46.509910
-0.846000,46.444674
-0.844000,46.374462
-0.842000,46.299694
-0.840000,46.223380
-0.838000,46.145006
-0.836000,46.067853
-0.834000,45.992529
-0.832000,45.920088
-0.830000,45.850456
-0.828000,45.784765
-0.826000,45.723231
-0.824000,45.668568
-0.822000,45.618964
-0.820000,45.573350
-0.818000,45.530468
-0.816000,45.490392
-0.814000,45.448042
-0.812000,45.413058
-0.810000,45.380679
-0.808000,45.350434
-0.806000,45.318900
-0.804000,45.290902
-0.802000,45.264470
-0.800000,45.239106
-0.798000,45.213913
-0.796000,45.189274
-0.794000,45.165038
-0.792000,45.141577
-0.790000,45.119090
-0.788000,45.097911
-0.786000,45.076346
-0.784000,45.056882
-0.782000,45.038708
-0.780000,45.021304
-0.778000,45.004524
-0.776000,44.988891
-0.774000,44.974662
-0.772000,44.960343
-0.770000,44.949572
-0.768000,44.939989
-0.766000,44.932654
-0.764000,44.924848
-0.762000,44.917713
-0.760000,44.909847
-0.758000,44.930459
-0.756000,44.920471
-0.754000,44.911062
-0.752000,44.834169
-0.750000,44.829967
-0.748000,44.833198
-0.746000,44.833666
-0.744000,44.835517
-0.742000,44.836406
-0.740000,44.837714
-0.738000,44.839592
-0.736000,44.842609
-0.734000,44.847115
-0.732000,44.852475
-0.730000,44.859337
-0.728000,44.867178
-0.726000,44.877535
-0.724000,44.887461
-0.722000,44.897734
-0.720000,44.908125
-0.718000,44.919487
-0.716000,44.931306
-0.714000,44.944682
