# sway_Torso_X
x,y
-0.592000,0.006580
-0.594000,0.006520
-0.596000,0.006440
-0.598000,0.006359
-0.600000,0.006259
-0.602000,0.006172
-0.604000,0.006068
-0.606000,0.005980
-0.608000,0.005881
-0.610000,0.005801
-0.612000,0.005754
-0.614000,0.005756
-0.616000,0.005800
-0.618000,0.005871
-0.620000,0.005958
-0.622000,0.006058
-0.624000,0.006169
-0.626000,0.006291
-0.628000,0.006419
-0.630000,0.006550
-0.632000,0.006686
-0.634000,0.006821
-0.636000,0.006961
-0.638000,0.007106
-0.640000,0.007254
-0.642000,0.007403
-0.644000,0.007551
-0.646000,0.007717
-0.648000,0.007851
-0.650000,0.007978
-0.652000,0.008102
-0.654000,0.008226
-0.656000,0.008354
-0.658000,0.008483
-0.660000,0.008606
-0.662000,0.008721
-0.664000,0.008826
-0.666000,0.008920
-0.668000,0.009003
-0.670000,0.009077
-0.672000,0.009151
-0.674000,0.009232
-0.676000,0.009321
-0.678000,0.009411
-0.680000,0.009489
-0.682000,0.009555
-0.684000,0.009606
-0.686000,0.009640
-0.688000,0.009658
-0.690000,0.009661
-0.692000,0.009659
-0.694000,0.009667
-0.696000,0.009681
-0.698000,0.009696
-0.700000,0.009704
-0.702000,0.009706
-0.704000,0.009698
-0.706000,0.009679
-0.708000,0.009683
-0.710000,0.009653
-0.712000,0.009620
-0.714000,0.009598
-0.716000,0.009583
-0.718000,0.009573
-0.720000,0.009562
-0.722000,0.009546
-0.724000,0.009521
-0.726000,0.009490
-0.728000,0.009451
-0.730000,0.009406
-0.732000,0.009369
-0.734000,0.009346
-0.736000,0.009331
-0.738000,0.009324
-0.740000,0.009320
-0.742000,0.009313
-0.744000,0.009299
-0.746000,0.009275
-0.748000,0.009243
-0.750000,0.009202
-0.752000,0.009165
-0.754000,0.009138
-0.756000,0.009118
-0.758000,0.009103
-0.760000,0.009086
-0.762000,0.009089
-0.764000,0.009065
-0.766000,0.009031
-0.768000,0.008990
-0.770000,0.008944
-0.772000,0.008897
-0.774000,0.008849
-0.776000,0.008800
-0.778000,0.008753
-0.780000,0.008706
-0.782000,0.008662
-0.784000,0.008618
-0.786000,0.008575
-0.788000,0.008534
-0.790000,0.008495
-0.792000,0.008448
-0.794000,0.008385
-0.796000,0.008314
-0.798000,0.008240
-0.800000,0.008189
-0.802000,0.008125
-0.804000,0.008065
-0.806000,0.008006
-0.808000,0.007950
-0.810000,0.007895
-0.812000,0.007840
-0.814000,0.007781
-0.816000,0.007722
-0.818000,0.007667
-0.820000,0.007617
-0.822000,0.007593
-0.824000,0.007559
-0.826000,0.007524
-0.828000,0.007490
-0.830000,0.007453
-0.832000,0.007416
-0.834000,0.007376
-0.836000,0.007339
-0.838000,0.007303
-0.840000,0.007274
-0.842000,0.007243
-0.844000,0.007217
-0.846000,0.007184
-0.848000,0.007155
-0.850000,0.007119
-0.852000,0.007082
-0.854000,0.007035
-0.856000,0.006987
-0.858000,0.006936
-0.860000,0.006884
-0.862000,0.006829
-0.864000,0.006770
-0.866000,0.006705
-0.868000,0.006637
-0.870000,0.006560
-0.872000,0.006472
-0.874000,0.006382
-0.876000,0.006289
-0.878000,0.006183
-0.880000,0.006068
-0.882000,0.005938
-0.884000,0.005801
-0.886000,0.005651
-0.888000,0.005496
-0.890000,0.005331
-0.892000,0.005120
-0.894000,0.004991
-0.896000,0.004943
-0.898000,0.004860
-0.900000,0.004788
-0.902000,0.004709
-0.904000,0.004644
-0.906000,0.004573
-0.908000,0.004515
-0.910000,0.004449
-0.912000,0.004361
-0.914000,0.004281
-0.916000,0.004209
-0.918000,0.004125
-0.920000,0.004024
-0.922000,0.003911
-0.924000,0.003809
-0.926000,0.003682
-0.928000,0.003545
-0.930000,0.003393
-0.932000,0.003242
-0.934000,0.003079
-0.936000,0.002916
-0.938000,0.002747
-0.940000,0.002585
-0.942000,0.002534
-0.944000,0.002469
-0.946000,0.002392
-0.948000,0.002302
-0.950000,0.002199
-0.952000,0.002109
-0.954000,0.002018
-0.956000,0.001942
-0.958000,0.001854
-0.960000,0.001775
-0.962000,0.001681
-0.964000,0.001597
-0.966000,0.001500
-0.968000,0.001414
-0.970000,0.001316
-0.972000,0.001224
-0.974000,0.001122
-0.976000,0.001034
-0.978000,0.000936
-0.980000,0.000847
-0.982000,0.000746
-0.984000,0.000653
-0.986000,0.000547
-0.988000,0.000449
-0.990000,0.000338
-0.992000,0.000237
-0.994000,0.000126
-0.996000,0.000032
-0.998000,-0.000073
-1.000000,-0.000166
-1.002000,-0.000271
-1.004000,-0.000367
-1.006000,-0.000478
-1.008000,-0.000582
-1.010000,-0.000700
-1.012000,-0.000801
-1.014000,-0.000912
-1.016000,-0.001009
-1.018000,-0.001122
-1.020000,-0.001223
-1.022000,-0.001337
-1.024000,-0.001439
-1.026000,-0.001554
-1.028000,-0.001657
-1.030000,-0.001772
-1.032000,-0.001871
-1.034000,-0.001975
-1.036000,-0.002061
-1.038000,-0.002159
-1.040000,-0.002243
-1.042000,-0.002338
-1.044000,-0.002420
-1.046000,-0.002513
-1.048000,-0.002592
-1.050000,-0.002683
-1.052000,-0.002760
-1.054000,-0.002851
-1.056000,-0.002945
-1.058000,-0.003016
-1.060000,-0.003073
-1.062000,-0.003143
-1.064000,-0.003199
-1.066000,-0.003271
-1.068000,-0.003332
-1.070000,-0.003410
-1.072000,-0.003480
-1.074000,-0.003563
-1.076000,-0.003630
-1.078000,-0.003724
-1.080000,-0.003818
-1.082000,-0.003927
-1.084000,-0.004023
