# angle_Ankle
x,y
-0.180000,-4.429769
-0.178000,-4.583758
-0.176000,-4.734679
-0.174000,-4.880530
-0.172000,-5.019766
-0.170000,-5.151310
-0.168000,-5.276839
-0.166000,-5.399601
-0.164000,-5.511267
-0.162000,-5.617247
-0.160000,-5.724098
-0.158000,-5.832188
-0.156000,-5.938476
-0.154000,-6.053984
-0.152000,-6.140394
-0.150000,-6.207228
-0.148000,-6.285218
-0.146000,-6.343953
-0.144000,-6.373635
-0.142000,-6.388349
-0.140000,-6.405166
-0.138000,-6.434856
-0.136000,-6.472826
-0.134000,-6.506537
-0.132000,-6.525012
-0.130000,-6.527615
-0.128000,-6.523322
-0.126000,-6.473642
-0.124000,-6.380534
-0.122000,-6.272188
-0.120000,-6.177450
-0.118000,-6.109715
-0.116000,-6.060960
-0.114000,-6.006607
-0.112000,-5.927325
-0.110000,-5.826000
-0.108000,-5.725009
-0.106000,-5.581970
-0.104000,-5.397531
-0.102000,-5.197773
-0.100000,-5.012958
-0.098000,-4.860234
-0.096000,-4.731128
-0.094000,-4.596682
-0.092000,-4.440638
-0.090000,-4.263051
-0.088000,-4.084008
-0.086000,-3.869291
-0.084000,-3.621317
-0.082000,-3.372569
-0.080000,-3.124035
-0.078000,-2.891396
-0.076000,-2.677184
-0.074000,-2.466353
-0.072000,-2.246101
-0.070000,-2.016268
-0.068000,-1.784098
-0.066000,-1.485871
-0.064000,-1.131912
-0.062000,-0.764784
-0.060000,-0.420507
-0.058000,-0.115139
-0.056000,0.172959
-0.054000,0.467886
-0.052000,0.762772
-0.050000,1.057954
-0.048000,1.347173
-0.046000,1.731516
-0.044000,2.197264
-0.042000,2.679370
-0.040000,3.152134
-0.038000,3.600060
-0.036000,4.019434
-0.034000,4.411422
-0.032000,4.798055
-0.030000,5.185928
-0.028000,4.116308
-0.026000,3.207835
-0.024000,3.586083
-0.022000,4.519948
-0.020000,5.473625
-0.018000,6.211851
-0.016000,6.756904
-0.014000,7.209268
-0.012000,7.660289
-0.010000,6.962704
-0.008000,6.281092
-0.006000,5.740288
-0.004000,5.264100
-0.002000,4.891577
-0.000000,4.159912
